#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING DOWNBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy minimum, maximum, energy bins:
#  0.00000E+00  6.10000E+06   120
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   2.54167E+04  0.00000E+00  0.000E+00  8.76953E-08  4.303E-10  0.00000E+00  0.000E+00
   7.62500E+04  1.13072E-09  1.657E-10  9.22649E-07  1.360E-09  1.19743E-12  9.052E-13
   1.27083E+05  3.61365E-08  9.258E-10  2.60183E-07  7.482E-10  6.02138E-11  6.418E-12
   1.77917E+05  3.31126E-08  8.792E-10  4.42319E-07  9.510E-10  8.77548E-11  7.748E-12
   2.28750E+05  3.07292E-08  8.516E-10  5.46919E-07  1.043E-09  1.05203E-10  8.483E-12
   2.79583E+05  2.99336E-08  8.590E-10  5.42927E-07  1.051E-09  1.30178E-10  9.436E-12
   3.30417E+05  2.86690E-08  8.521E-10  4.91325E-07  1.016E-09  1.42153E-10  9.861E-12
   3.81250E+05  2.77514E-08  8.507E-10  4.33173E-07  9.681E-10  1.52416E-10  1.021E-11
   4.32083E+05  2.79570E-08  8.697E-10  3.80254E-07  9.174E-10  1.47455E-10  1.005E-11
   4.82917E+05  2.82080E-08  8.906E-10  3.32280E-07  8.649E-10  1.63535E-10  1.060E-11
   5.33750E+05  2.78889E-08  8.930E-10  4.39624E-07  9.007E-10  1.54811E-10  1.031E-11
   5.84583E+05  2.80595E-08  9.042E-10  2.47470E-07  7.690E-10  1.63022E-10  1.061E-11
   6.35417E+05  2.86067E-08  9.223E-10  2.18194E-07  7.271E-10  1.59088E-10  1.043E-11
   6.86250E+05  2.88369E-08  9.333E-10  1.93804E-07  6.900E-10  1.61654E-10  1.053E-11
   7.37083E+05  2.94697E-08  9.518E-10  1.73419E-07  6.567E-10  1.52758E-10  1.022E-11
   7.87917E+05  2.93922E-08  9.520E-10  1.54894E-07  6.251E-10  1.51903E-10  1.019E-11
   8.38750E+05  2.99489E-08  9.678E-10  1.39278E-07  5.957E-10  1.43179E-10  9.896E-12
   8.89583E+05  3.01156E-08  9.740E-10  1.26278E-07  5.696E-10  1.36679E-10  9.669E-12
   9.40417E+05  3.12251E-08  9.958E-10  1.14491E-07  5.452E-10  1.45061E-10  9.973E-12
   9.91250E+05  3.10265E-08  9.964E-10  1.04350E-07  5.227E-10  1.29836E-10  9.424E-12
   1.04208E+06  3.18906E-08  1.013E-09  9.52523E-08  5.011E-10  1.19059E-10  9.024E-12
   1.09292E+06  3.35193E-08  1.043E-09  8.75774E-08  4.821E-10  1.25046E-10  9.249E-12
   1.14375E+06  3.35507E-08  1.045E-09  8.02616E-08  4.627E-10  1.08111E-10  8.613E-12
   1.19458E+06  3.43303E-08  1.060E-09  7.38080E-08  4.452E-10  1.05374E-10  8.504E-12
   1.24542E+06  3.50756E-08  1.074E-09  6.82736E-08  4.294E-10  1.08453E-10  8.627E-12
   1.29625E+06  3.54478E-08  1.080E-09  6.34118E-08  4.152E-10  1.00584E-10  8.295E-12
   1.34708E+06  3.73049E-08  1.111E-09  5.86361E-08  3.999E-10  8.57021E-11  7.657E-12
   1.39792E+06  3.75962E-08  1.116E-09  5.41416E-08  3.848E-10  8.96365E-11  7.831E-12
   1.44875E+06  3.75628E-08  1.118E-09  5.06027E-08  3.731E-10  8.12545E-11  7.471E-12
   1.49958E+06  3.86456E-08  1.135E-09  4.68356E-08  3.594E-10  8.10834E-11  7.463E-12
   1.55042E+06  3.98749E-08  1.154E-09  4.39819E-08  3.492E-10  6.55167E-11  6.695E-12
   1.60125E+06  3.98284E-08  1.155E-09  4.07596E-08  3.367E-10  6.85959E-11  6.867E-12
   1.65208E+06  3.91231E-08  1.145E-09  3.80741E-08  3.258E-10  6.00428E-11  6.409E-12
   1.70292E+06  4.02974E-08  1.162E-09  3.57323E-08  3.157E-10  6.03849E-11  6.427E-12
   1.75375E+06  4.17082E-08  1.184E-09  3.34397E-08  3.061E-10  5.18318E-11  5.955E-12
   1.80458E+06  4.14820E-08  1.182E-09  3.14332E-08  2.971E-10  4.58446E-11  5.600E-12
   1.85542E+06  4.21564E-08  1.193E-09  2.96127E-08  2.889E-10  4.55025E-11  5.580E-12
   1.90625E+06  4.33350E-08  1.209E-09  2.78942E-08  2.804E-10  4.41340E-11  5.495E-12
   1.95708E+06  4.25474E-08  1.199E-09  2.58331E-08  2.702E-10  4.05417E-11  5.267E-12
   2.00792E+06  4.42031E-08  1.223E-09  2.43890E-08  2.625E-10  3.81468E-11  5.109E-12
   2.05875E+06  4.32830E-08  1.210E-09  2.30217E-08  2.555E-10  2.90805E-11  4.461E-12
   2.10958E+06  4.51585E-08  1.237E-09  2.16920E-08  2.486E-10  2.99359E-11  4.526E-12
   2.16042E+06  4.53609E-08  1.240E-09  2.06210E-08  2.421E-10  2.75410E-11  4.341E-12
   2.21125E+06  4.39308E-08  1.221E-09  1.94397E-08  2.357E-10  2.32644E-11  3.990E-12
   2.26208E+06  4.54064E-08  1.241E-09  1.81873E-08  2.277E-10  2.61725E-11  4.232E-12
   2.31292E+06  4.62018E-08  1.252E-09  1.70646E-08  2.209E-10  1.83036E-11  3.539E-12
   2.36375E+06  4.62304E-08  1.253E-09  1.60716E-08  2.144E-10  1.86458E-11  3.572E-12
   2.41458E+06  4.72401E-08  1.267E-09  1.50945E-08  2.079E-10  1.60798E-11  3.317E-12
   2.46542E+06  4.58039E-08  1.248E-09  1.42200E-08  2.020E-10  1.43692E-11  3.136E-12
   2.51625E+06  4.72203E-08  1.267E-09  1.36691E-08  1.981E-10  1.02637E-11  2.650E-12
   2.56708E+06  4.84769E-08  1.284E-09  1.27722E-08  1.920E-10  1.16322E-11  2.821E-12
   2.61792E+06  4.81933E-08  1.280E-09  1.22048E-08  1.874E-10  1.12901E-11  2.821E-12
   2.66875E+06  4.74196E-08  1.270E-09  1.14328E-08  1.814E-10  7.69779E-12  2.295E-12
