#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  0.00000E+00  6.10000E+06   120
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   2.54167E+04  0.00000E+00  0.000E+00  1.11190E-11  2.758E-12  0.00000E+00  0.000E+00
   7.62500E+04  3.42124E-13  4.838E-13  2.39316E-10  1.280E-11  0.00000E+00  0.000E+00
   1.27083E+05  1.33428E-11  3.022E-12  2.46329E-11  4.105E-12  5.13186E-13  5.926E-13
   1.77917E+05  2.12117E-11  3.810E-12  7.16750E-11  7.002E-12  1.71062E-13  3.421E-13
   2.28750E+05  2.36066E-11  4.019E-12  2.59501E-10  1.341E-11  1.71062E-13  3.421E-13
   2.79583E+05  2.32644E-11  3.990E-12  1.03475E-09  2.673E-11  1.71062E-13  3.421E-13
   3.30417E+05  2.13828E-11  3.825E-12  2.52847E-09  4.224E-11  6.84248E-13  6.842E-13
   3.81250E+05  2.13828E-11  3.825E-12  4.14295E-09  5.443E-11  5.13186E-13  5.926E-13
   4.32083E+05  1.64220E-11  3.352E-12  5.49195E-09  6.358E-11  1.02637E-12  8.380E-13
   4.82917E+05  1.98432E-11  3.685E-12  6.38027E-09  6.943E-11  6.84248E-13  6.842E-13
   5.33750E+05  1.74483E-11  3.455E-12  8.44927E-09  8.000E-11  6.84248E-13  6.842E-13
   5.84583E+05  2.06985E-11  3.763E-12  6.79304E-09  7.372E-11  8.55310E-13  7.650E-13
   6.35417E+05  1.35139E-11  3.041E-12  6.85103E-09  7.472E-11  5.13186E-13  5.926E-13
   6.86250E+05  1.18033E-11  2.842E-12  6.68579E-09  7.471E-11  5.13186E-13  5.926E-13
   7.37083E+05  1.21454E-11  2.883E-12  6.52636E-09  7.471E-11  1.19743E-12  9.052E-13
   7.87917E+05  1.18033E-11  2.842E-12  6.26994E-09  7.378E-11  8.55310E-13  7.650E-13
   8.38750E+05  1.02637E-11  2.650E-12  5.96493E-09  7.259E-11  1.02637E-12  8.380E-13
   8.89583E+05  1.00927E-11  2.628E-12  5.74153E-09  7.182E-11  1.19743E-12  9.052E-13
   9.40417E+05  1.02637E-11  2.650E-12  5.43036E-09  7.030E-11  1.02637E-12  8.380E-13
   9.91250E+05  8.89522E-12  2.467E-12  5.17240E-09  6.898E-11  1.71062E-13  3.421E-13
   1.04208E+06  8.72416E-12  2.443E-12  4.99176E-09  6.838E-11  1.02637E-12  8.380E-13
   1.09292E+06  8.55310E-12  2.419E-12  4.73705E-09  6.675E-11  3.42124E-13  4.838E-13
   1.14375E+06  6.84248E-12  2.164E-12  4.47721E-09  6.519E-11  6.84248E-13  6.842E-13
   1.19458E+06  5.81611E-12  1.995E-12  4.23447E-09  6.390E-11  6.84248E-13  6.842E-13
   1.24542E+06  8.55310E-12  2.419E-12  4.06187E-09  6.271E-11  5.13186E-13  5.926E-13
   1.29625E+06  6.50036E-12  2.109E-12  3.90432E-09  6.189E-11  1.02637E-12  8.380E-13
   1.34708E+06  5.30292E-12  1.905E-12  3.66774E-09  6.000E-11  1.71062E-13  3.421E-13
   1.39792E+06  4.61867E-12  1.778E-12  3.52388E-09  5.943E-11  3.42124E-13  4.838E-13
   1.44875E+06  6.84248E-12  2.164E-12  3.32168E-09  5.777E-11  5.13186E-13  5.926E-13
   1.49958E+06  6.32929E-12  2.081E-12  3.12907E-09  5.585E-11  3.42124E-13  4.838E-13
   1.55042E+06  4.96080E-12  1.842E-12  2.97853E-09  5.495E-11  3.42124E-13  4.838E-13
   1.60125E+06  3.59230E-12  1.568E-12  2.84716E-09  5.383E-11  3.42124E-13  4.838E-13
   1.65208E+06  4.10549E-12  1.676E-12  2.69525E-09  5.250E-11  3.42124E-13  4.838E-13
   1.70292E+06  2.22381E-12  1.234E-12  2.54780E-09  5.104E-11  1.71062E-13  3.421E-13
   1.75375E+06  3.07912E-12  1.452E-12  2.43883E-09  5.041E-11  1.71062E-13  3.421E-13
   1.80458E+06  2.90805E-12  1.411E-12  2.30540E-09  4.920E-11  1.71062E-13  3.421E-13
   1.85542E+06  3.07912E-12  1.452E-12  2.19969E-09  4.808E-11  8.55310E-13  7.650E-13
   1.90625E+06  3.59230E-12  1.568E-12  2.04984E-09  4.613E-11  3.42124E-13  4.838E-13
   1.95708E+06  3.25018E-12  1.491E-12  1.97406E-09  4.573E-11  1.71062E-13  3.421E-13
   2.00792E+06  2.90805E-12  1.411E-12  1.88100E-09  4.468E-11  1.71062E-13  3.421E-13
   2.05875E+06  2.56593E-12  1.325E-12  1.80043E-09  4.400E-11  3.42124E-13  4.838E-13
   2.10958E+06  3.42124E-12  1.530E-12  1.69676E-09  4.261E-11  1.71062E-13  3.421E-13
   2.16042E+06  1.53956E-12  1.026E-12  1.62629E-09  4.178E-11  5.13186E-13  5.926E-13
   2.21125E+06  1.88168E-12  1.135E-12  1.55170E-09  4.075E-11  5.13186E-13  5.926E-13
   2.26208E+06  2.22381E-12  1.234E-12  1.47627E-09  4.018E-11  0.00000E+00  0.000E+00
   2.31292E+06  2.05274E-12  1.185E-12  1.40442E-09  3.918E-11  3.42124E-13  4.838E-13
   2.36375E+06  3.42124E-13  4.838E-13  1.31512E-09  3.791E-11  0.00000E+00  0.000E+00
   2.41458E+06  2.05274E-12  1.185E-12  1.23182E-09  3.651E-11  0.00000E+00  0.000E+00
   2.46542E+06  1.88168E-12  1.135E-12  1.18939E-09  3.619E-11  0.00000E+00  0.000E+00
   2.51625E+06  1.02637E-12  8.380E-13  1.15073E-09  3.556E-11  1.71062E-13  3.421E-13
   2.56708E+06  2.05274E-12  1.185E-12  1.07495E-09  3.464E-11  1.71062E-13  3.421E-13
   2.61792E+06  2.22381E-12  1.234E-12  1.02261E-09  3.349E-11  3.42124E-13  4.838E-13
   2.66875E+06  1.36850E-12  9.677E-13  9.95923E-10  3.331E-11  0.00000E+00  0.000E+00
   2.71958E+06  1.19743E-12  9.052E-13  9.18945E-10  3.159E-11  0.00000E+00  0.000E+00
   2.77042E+06  1.19743E-12  9.052E-13  8.71903E-10  3.104E-11  0.00000E+00  0.000E+00
   2.82125E+06  8.55310E-13  7.650E-13  8.68140E-10  3.085E-11  0.00000E+00  0.000E+00
