#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT IMPACT DETECTOR - ENERGY SPECTRUM]
# detector number:  3
# Units are 1/(eV*history)
#
# Linear scale
# Energy     min    ,    max    , number of bins
#        3.00000e+04 4.01000e+04    100
#
#             |      Total spectrum     |            electron     |               gamma     |            positron     |
#             |                         |                         |                         |                         |
# Energy (eV) |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |
  3.00505E+04   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00 
  3.01515E+04   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00 
  3.02525E+04   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00 
  3.03535E+04   3.96040E-11   7.921E-11   0.00000E+00   0.000E+00   3.96040E-11   7.921E-11   0.00000E+00   0.000E+00 
  3.04545E+04   3.96040E-11   7.921E-11   0.00000E+00   0.000E+00   3.96040E-11   7.921E-11   0.00000E+00   0.000E+00 
  3.05555E+04   1.98020E-10   1.771E-10   0.00000E+00   0.000E+00   1.98020E-10   1.771E-10   0.00000E+00   0.000E+00 
  3.06565E+04   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00 
  3.07575E+04   2.37624E-10   1.940E-10   0.00000E+00   0.000E+00   2.37624E-10   1.940E-10   0.00000E+00   0.000E+00 
  3.08585E+04   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00 
  3.09595E+04   3.56436E-10   2.376E-10   0.00000E+00   0.000E+00   3.56436E-10   2.376E-10   0.00000E+00   0.000E+00 
  3.10605E+04   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00 
  3.11615E+04   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00   1.58416E-10   1.584E-10   0.00000E+00   0.000E+00 
  3.12625E+04   3.56436E-10   2.376E-10   0.00000E+00   0.000E+00   3.56436E-10   2.376E-10   0.00000E+00   0.000E+00 
  3.13635E+04   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00 
  3.14645E+04   1.18812E-10   1.372E-10   0.00000E+00   0.000E+00   1.18812E-10   1.372E-10   0.00000E+00   0.000E+00 
  3.15655E+04   1.98020E-10   1.771E-10   0.00000E+00   0.000E+00   1.98020E-10   1.771E-10   0.00000E+00   0.000E+00 
  3.16665E+04   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00 
  3.17675E+04   1.98020E-10   1.771E-10   0.00000E+00   0.000E+00   1.98020E-10   1.771E-10   0.00000E+00   0.000E+00 
  3.18685E+04   4.75248E-10   2.744E-10   0.00000E+00   0.000E+00   4.75248E-10   2.744E-10   0.00000E+00   0.000E+00 
  3.19695E+04   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00 
  3.20705E+04   3.56436E-10   2.376E-10   0.00000E+00   0.000E+00   3.56436E-10   2.376E-10   0.00000E+00   0.000E+00 
  3.21715E+04   4.35644E-10   2.627E-10   0.00000E+00   0.000E+00   4.35644E-10   2.627E-10   0.00000E+00   0.000E+00 
  3.22725E+04   2.37624E-10   1.940E-10   0.00000E+00   0.000E+00   2.37624E-10   1.940E-10   0.00000E+00   0.000E+00 
  3.23735E+04   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00 
  3.24745E+04   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00   2.77228E-10   2.096E-10   0.00000E+00   0.000E+00 
  3.25755E+04   5.14851E-10   2.856E-10   0.00000E+00   0.000E+00   5.14851E-10   2.856E-10   0.00000E+00   0.000E+00 
  3.26765E+04   4.35644E-10   2.627E-10   0.00000E+00   0.000E+00   4.35644E-10   2.627E-10   0.00000E+00   0.000E+00 
  3.27775E+04   3.16832E-10   2.240E-10   0.00000E+00   0.000E+00   3.16832E-10   2.240E-10   0.00000E+00   0.000E+00 
  3.28785E+04   4.35644E-10   2.627E-10   0.00000E+00   0.000E+00   4.35644E-10   2.627E-10   0.00000E+00   0.000E+00 
  3.29795E+04   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00   7.92079E-11   1.120E-10   0.00000E+00   0.000E+00 
  3.30805E+04   5.54455E-10   2.964E-10   0.00000E+00   0.000E+00   5.54455E-10   2.964E-10   0.00000E+00   0.000E+00 
  3.31815E+04   5.94059E-10   3.068E-10   0.00000E+00   0.000E+00   5.94059E-10   3.068E-10   0.00000E+00   0.000E+00 
  3.32825E+04   5.94059E-10   3.068E-10   0.00000E+00   0.000E+00   5.94059E-10   3.068E-10   0.00000E+00   0.000E+00 
  3.33835E+04   4.75248E-10   2.744E-10   0.00000E+00   0.000E+00   4.75248E-10   2.744E-10   0.00000E+00   0.000E+00 
  3.34845E+04   5.54455E-10   2.964E-10   0.00000E+00   0.000E+00   5.54455E-10   2.964E-10   0.00000E+00   0.000E+00 
  3.35855E+04   7.92079E-10   3.542E-10   0.00000E+00   0.000E+00   7.92079E-10   3.542E-10   0.00000E+00   0.000E+00 
  3.36865E+04   5.94059E-10   3.068E-10   0.00000E+00   0.000E+00   5.94059E-10   3.068E-10   0.00000E+00   0.000E+00 
  3.37875E+04   7.92079E-10   3.542E-10   0.00000E+00   0.000E+00   7.92079E-10   3.542E-10   0.00000E+00   0.000E+00 
  3.38885E+04   1.22772E-09   4.410E-10   0.00000E+00   0.000E+00   1.22772E-09   4.410E-10   0.00000E+00   0.000E+00 
  3.39895E+04   9.10891E-10   3.799E-10   0.00000E+00   0.000E+00   9.10891E-10   3.799E-10   0.00000E+00   0.000E+00 
  3.40905E+04   5.54455E-10   2.964E-10   0.00000E+00   0.000E+00   5.54455E-10   2.964E-10   0.00000E+00   0.000E+00 
  3.41915E+04   1.42574E-09   4.752E-10   0.00000E+00   0.000E+00   1.42574E-09   4.752E-10   0.00000E+00   0.000E+00 
  3.42925E+04   9.90099E-10   3.960E-10   0.00000E+00   0.000E+00   9.90099E-10   3.960E-10   0.00000E+00   0.000E+00 
  3.43935E+04   1.66337E-09   5.133E-10   0.00000E+00   0.000E+00   1.66337E-09   5.133E-10   0.00000E+00   0.000E+00 
