#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT IMPACT DETECTOR - ENERGY SPECTRUM]
# detector number:  2
# Units are 1/(eV*history)
#
# Linear scale
# Energy     min    ,    max    , number of bins
#        3.00000e+04 4.01000e+04    100
#
#             |      Total spectrum     |            electron     |               gamma     |            positron     |
#             |                         |                         |                         |                         |
# Energy (eV) |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |
  3.41915E+04   6.69307E-09   1.030E-09   0.00000E+00   0.000E+00   6.69307E-09   1.030E-09   0.00000E+00   0.000E+00 
  3.42925E+04   6.77228E-09   1.036E-09   0.00000E+00   0.000E+00   6.77228E-09   1.036E-09   0.00000E+00   0.000E+00 
  3.43935E+04   7.28713E-09   1.074E-09   0.00000E+00   0.000E+00   7.28713E-09   1.074E-09   0.00000E+00   0.000E+00 
  3.44945E+04   7.56436E-09   1.095E-09   0.00000E+00   0.000E+00   7.56436E-09   1.095E-09   0.00000E+00   0.000E+00 
  3.45955E+04   7.96040E-09   1.123E-09   0.00000E+00   0.000E+00   7.96040E-09   1.123E-09   0.00000E+00   0.000E+00 
  3.46965E+04   7.88119E-09   1.117E-09   0.00000E+00   0.000E+00   7.88119E-09   1.117E-09   0.00000E+00   0.000E+00 
  3.47975E+04   8.39604E-09   1.153E-09   0.00000E+00   0.000E+00   8.39604E-09   1.153E-09   0.00000E+00   0.000E+00 
  3.48985E+04   1.25545E-08   1.410E-09   0.00000E+00   0.000E+00   1.25545E-08   1.410E-09   0.00000E+00   0.000E+00 
  3.49995E+04   1.40594E-08   1.492E-09   0.00000E+00   0.000E+00   1.40594E-08   1.492E-09   0.00000E+00   0.000E+00 
  3.51005E+04   1.36634E-08   1.471E-09   0.00000E+00   0.000E+00   1.36634E-08   1.471E-09   0.00000E+00   0.000E+00 
  3.52015E+04   1.53267E-08   1.558E-09   0.00000E+00   0.000E+00   1.53267E-08   1.558E-09   0.00000E+00   0.000E+00 
  3.53025E+04   1.90495E-08   1.737E-09   0.00000E+00   0.000E+00   1.90495E-08   1.737E-09   0.00000E+00   0.000E+00 
  3.54035E+04   2.26931E-08   1.896E-09   0.00000E+00   0.000E+00   2.26931E-08   1.896E-09   0.00000E+00   0.000E+00 
  3.55045E+04   2.55446E-08   2.012E-09   0.00000E+00   0.000E+00   2.55446E-08   2.012E-09   0.00000E+00   0.000E+00 
  3.56055E+04   2.99010E-08   2.176E-09   0.00000E+00   0.000E+00   2.99010E-08   2.176E-09   0.00000E+00   0.000E+00 
  3.57065E+04   3.29505E-08   2.285E-09   0.00000E+00   0.000E+00   3.29505E-08   2.285E-09   0.00000E+00   0.000E+00 
  3.58075E+04   3.80198E-08   2.454E-09   0.00000E+00   0.000E+00   3.80198E-08   2.454E-09   0.00000E+00   0.000E+00 
  3.59085E+04   4.41188E-08   2.644E-09   0.00000E+00   0.000E+00   4.41188E-08   2.644E-09   0.00000E+00   0.000E+00 
  3.60095E+04   5.08911E-08   2.839E-09   0.00000E+00   0.000E+00   5.08911E-08   2.839E-09   0.00000E+00   0.000E+00 
  3.61105E+04   5.84158E-08   3.042E-09   0.00000E+00   0.000E+00   5.84158E-08   3.042E-09   0.00000E+00   0.000E+00 
  3.62115E+04   6.28911E-08   3.156E-09   0.00000E+00   0.000E+00   6.28911E-08   3.156E-09   0.00000E+00   0.000E+00 
  3.63125E+04   7.42178E-08   3.429E-09   0.00000E+00   0.000E+00   7.42178E-08   3.429E-09   0.00000E+00   0.000E+00 
  3.64135E+04   8.17822E-08   3.599E-09   0.00000E+00   0.000E+00   8.17822E-08   3.599E-09   0.00000E+00   0.000E+00 
  3.65145E+04   9.17228E-08   3.812E-09   0.00000E+00   0.000E+00   9.17228E-08   3.812E-09   0.00000E+00   0.000E+00 
  3.66155E+04   9.81782E-08   3.944E-09   0.00000E+00   0.000E+00   9.81782E-08   3.944E-09   0.00000E+00   0.000E+00 
  3.67165E+04   1.10535E-07   4.185E-09   0.00000E+00   0.000E+00   1.10535E-07   4.185E-09   0.00000E+00   0.000E+00 
  3.68175E+04   1.17861E-07   4.321E-09   0.00000E+00   0.000E+00   1.17861E-07   4.321E-09   0.00000E+00   0.000E+00 
  3.69185E+04   1.27525E-07   4.495E-09   0.00000E+00   0.000E+00   1.27525E-07   4.495E-09   0.00000E+00   0.000E+00 
  3.70195E+04   1.28832E-07   4.518E-09   0.00000E+00   0.000E+00   1.28832E-07   4.518E-09   0.00000E+00   0.000E+00 
  3.71205E+04   1.32040E-07   4.573E-09   0.00000E+00   0.000E+00   1.32040E-07   4.573E-09   0.00000E+00   0.000E+00 
