#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING UPBOUND PARTICLES DISTRIBUTION]
# Units are particles/(eV history)
# Energy window (eV), energy bins:
#  3.00000E+04  4.01000E+04   200
#
# Energy (eV) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.28028E+04  0.00000E+00  0.000E+00  1.26653E-07  6.335E-09  0.00000E+00  0.000E+00
   3.28532E+04  0.00000E+00  0.000E+00  1.33069E-07  6.493E-09  0.00000E+00  0.000E+00
   3.29038E+04  0.00000E+00  0.000E+00  1.41069E-07  6.685E-09  0.00000E+00  0.000E+00
   3.29542E+04  0.00000E+00  0.000E+00  1.56119E-07  7.033E-09  0.00000E+00  0.000E+00
   3.30048E+04  0.00000E+00  0.000E+00  1.56198E-07  7.035E-09  0.00000E+00  0.000E+00
   3.30552E+04  0.00000E+00  0.000E+00  1.67366E-07  7.282E-09  0.00000E+00  0.000E+00
   3.31058E+04  0.00000E+00  0.000E+00  1.74337E-07  7.432E-09  0.00000E+00  0.000E+00
   3.31562E+04  0.00000E+00  0.000E+00  1.91921E-07  7.798E-09  0.00000E+00  0.000E+00
   3.32068E+04  0.00000E+00  0.000E+00  1.99525E-07  7.951E-09  0.00000E+00  0.000E+00
   3.32572E+04  0.00000E+00  0.000E+00  2.04119E-07  8.042E-09  0.00000E+00  0.000E+00
   3.33078E+04  0.00000E+00  0.000E+00  2.13386E-07  8.222E-09  0.00000E+00  0.000E+00
   3.33582E+04  0.00000E+00  0.000E+00  2.33743E-07  8.606E-09  0.00000E+00  0.000E+00
   3.34088E+04  0.00000E+00  0.000E+00  2.51089E-07  8.919E-09  0.00000E+00  0.000E+00
   3.34592E+04  0.00000E+00  0.000E+00  2.65030E-07  9.163E-09  0.00000E+00  0.000E+00
   3.35098E+04  0.00000E+00  0.000E+00  2.79446E-07  9.409E-09  0.00000E+00  0.000E+00
   3.35602E+04  0.00000E+00  0.000E+00  3.00990E-07  9.765E-09  0.00000E+00  0.000E+00
