#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   3.40000E+01  1.70000E+02  3.13408E-04  3.033E-05  1.22779E-02  1.899E-04  0.00000E+00  0.000E+00
   3.40000E+01  1.90000E+02  3.04600E-04  2.990E-05  1.22244E-02  1.894E-04  0.00000E+00  0.000E+00
   3.40000E+01  2.10000E+02  3.09738E-04  3.016E-05  1.22178E-02  1.894E-04  0.00000E+00  0.000E+00
   3.40000E+01  2.30000E+02  3.33959E-04  3.131E-05  1.22552E-02  1.897E-04  0.00000E+00  0.000E+00
   3.40000E+01  2.50000E+02  3.22949E-04  3.079E-05  1.21818E-02  1.891E-04  0.00000E+00  0.000E+00
   3.40000E+01  2.70000E+02  3.42767E-04  3.172E-05  1.21884E-02  1.892E-04  7.33976E-07  1.468E-06
   3.40000E+01  2.90000E+02  3.14876E-04  3.040E-05  1.23161E-02  1.901E-04  0.00000E+00  0.000E+00
   3.40000E+01  3.10000E+02  3.31757E-04  3.121E-05  1.20277E-02  1.879E-04  0.00000E+00  0.000E+00
   3.40000E+01  3.30000E+02  3.61850E-04  3.259E-05  1.23418E-02  1.903E-04  1.46795E-06  2.076E-06
   3.40000E+01  3.50000E+02  3.41299E-04  3.165E-05  1.21253E-02  1.887E-04  0.00000E+00  0.000E+00

   3.80000E+01  1.00000E+01  3.17328E-04  2.909E-05  1.27525E-02  1.844E-04  0.00000E+00  0.000E+00
   3.80000E+01  3.00000E+01  3.17328E-04  2.909E-05  1.26665E-02  1.838E-04  6.66656E-07  1.333E-06
   3.80000E+01  5.00000E+01  3.13328E-04  2.891E-05  1.27178E-02  1.842E-04  6.66656E-07  1.333E-06
   3.80000E+01  7.00000E+01  3.37994E-04  3.002E-05  1.26331E-02  1.835E-04  0.00000E+00  0.000E+00
   3.80000E+01  9.00000E+01  3.07328E-04  2.863E-05  1.26725E-02  1.838E-04  0.00000E+00  0.000E+00
   3.80000E+01  1.10000E+02  3.33994E-04  2.984E-05  1.26658E-02  1.838E-04  0.00000E+00  0.000E+00
   3.80000E+01  1.30000E+02  2.98662E-04  2.822E-05  1.28305E-02  1.850E-04  0.00000E+00  0.000E+00
   3.80000E+01  1.50000E+02  3.17995E-04  2.912E-05  1.26485E-02  1.837E-04  0.00000E+00  0.000E+00
   3.80000E+01  1.70000E+02  3.44661E-04  3.032E-05  1.26231E-02  1.835E-04  0.00000E+00  0.000E+00
   3.80000E+01  1.90000E+02  3.05995E-04  2.857E-05  1.24945E-02  1.825E-04  0.00000E+00  0.000E+00
   3.80000E+01  2.10000E+02  2.87995E-04  2.771E-05  1.27391E-02  1.843E-04  0.00000E+00  0.000E+00
   3.80000E+01  2.30000E+02  3.19995E-04  2.921E-05  1.28305E-02  1.850E-04  0.00000E+00  0.000E+00
   3.80000E+01  2.50000E+02  3.13328E-04  2.891E-05  1.26598E-02  1.837E-04  6.66656E-07  1.333E-06
   3.80000E+01  2.70000E+02  3.10661E-04  2.878E-05  1.25898E-02  1.832E-04  6.66656E-07  1.333E-06
   3.80000E+01  2.90000E+02  2.89329E-04  2.778E-05  1.25171E-02  1.827E-04  0.00000E+00  0.000E+00
   3.80000E+01  3.10000E+02  2.89329E-04  2.778E-05  1.26805E-02  1.839E-04  0.00000E+00  0.000E+00
   3.80000E+01  3.30000E+02  3.01328E-04  2.835E-05  1.26685E-02  1.838E-04  0.00000E+00  0.000E+00
