#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    24
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   6.00000E+00  2.77500E+02  1.47956E-04  1.641E-05  6.15311E-02  6.316E-04  1.82100E-06  1.821E-06
   6.00000E+00  2.92500E+02  1.33844E-04  1.561E-05  6.07918E-02  6.299E-04  0.00000E+00  0.000E+00
   6.00000E+00  3.07500E+02  1.37486E-04  1.587E-05  6.08269E-02  6.319E-04  9.10500E-07  1.288E-06
   6.00000E+00  3.22500E+02  1.39307E-04  1.593E-05  6.06794E-02  6.268E-04  2.27625E-06  2.036E-06
   6.00000E+00  3.37500E+02  1.37941E-04  1.585E-05  6.12493E-02  6.343E-04  1.82100E-06  1.821E-06
   6.00000E+00  3.52500E+02  1.37941E-04  1.585E-05  6.04750E-02  6.262E-04  2.27625E-06  2.036E-06

   1.00000E+01  7.50000E+00  1.26059E-04  1.175E-05  4.92176E-02  4.436E-04  2.19232E-06  1.550E-06
   1.00000E+01  2.25000E+01  1.33458E-04  1.209E-05  4.89680E-02  4.409E-04  5.48080E-07  7.751E-07
   1.00000E+01  3.75000E+01  1.23866E-04  1.168E-05  4.91379E-02  4.434E-04  2.46636E-06  1.644E-06
   1.00000E+01  5.25000E+01  1.26333E-04  1.177E-05  4.88063E-02  4.435E-04  2.46636E-06  1.644E-06
   1.00000E+01  6.75000E+01  1.31539E-04  1.201E-05  4.89419E-02  4.427E-04  1.91828E-06  1.450E-06
   1.00000E+01  8.25000E+01  1.29347E-04  1.191E-05  4.90502E-02  4.433E-04  3.28848E-06  1.899E-06
   1.00000E+01  9.75000E+01  1.33732E-04  1.213E-05  4.92686E-02  4.419E-04  2.46636E-06  1.644E-06
   1.00000E+01  1.12500E+02  1.34554E-04  1.214E-05  4.90514E-02  4.402E-04  2.74040E-06  1.733E-06
   1.00000E+01  1.27500E+02  1.27977E-04  1.184E-05  4.91297E-02  4.421E-04  2.74040E-06  1.733E-06
   1.00000E+01  1.42500E+02  1.18659E-04  1.140E-05  4.92960E-02  4.411E-04  2.46636E-06  1.644E-06
   1.00000E+01  1.57500E+02  1.33238E-04  1.208E-05  4.90195E-02  4.440E-04  1.91828E-06  1.450E-06
   1.00000E+01  1.72500E+02  1.35924E-04  1.223E-05  4.91362E-02  4.406E-04  5.48080E-07  7.751E-07
   1.00000E+01  1.87500E+02  1.34554E-04  1.217E-05  4.94810E-02  4.465E-04  1.37020E-06  1.226E-06
   1.00000E+01  2.02500E+02  1.16467E-04  1.130E-05  4.92226E-02  4.416E-04  1.64424E-06  1.343E-06
   1.00000E+01  2.17500E+02  1.17563E-04  1.135E-05  4.88414E-02  4.399E-04  1.91828E-06  1.450E-06
   1.00000E+01  2.32500E+02  1.18659E-04  1.140E-05  4.87957E-02  4.395E-04  1.37020E-06  1.226E-06
   1.00000E+01  2.47500E+02  1.24962E-04  1.170E-05  4.96882E-02  4.470E-04  1.64424E-06  1.343E-06
   1.00000E+01  2.62500E+02  1.28004E-04  1.187E-05  4.89943E-02  4.440E-04  1.64424E-06  1.343E-06
   1.00000E+01  2.77500E+02  1.31813E-04  1.202E-05  4.91809E-02  4.437E-04  3.28848E-06  1.899E-06
   1.00000E+01  2.92500E+02  1.25236E-04  1.172E-05  4.91831E-02  4.430E-04  1.91828E-06  1.450E-06
   1.00000E+01  3.07500E+02  1.23071E-04  1.161E-05  4.89461E-02  4.420E-04  2.74040E-06  1.733E-06
   1.00000E+01  3.22500E+02  1.39240E-04  1.235E-05  4.88762E-02  4.410E-04  1.09616E-06  1.096E-06
   1.00000E+01  3.37500E+02  1.21126E-04  1.155E-05  4.91431E-02  4.433E-04  8.22121E-07  9.493E-07
   1.00000E+01  3.52500E+02  1.26333E-04  1.177E-05  4.94610E-02  4.434E-04  1.64424E-06  1.343E-06

   1.40000E+01  7.50000E+00  1.16271E-04  9.563E-06  1.73700E-02  1.820E-04  1.37692E-06  1.041E-06
   1.40000E+01  2.25000E+01  1.12710E-04  9.416E-06  1.73265E-02  1.817E-04  1.77032E-06  1.180E-06
   1.40000E+01  3.75000E+01  1.02679E-04  9.022E-06  1.74465E-02  1.852E-04  1.37692E-06  1.041E-06
   1.40000E+01  5.25000E+01  1.10743E-04  9.333E-06  1.73895E-02  1.829E-04  9.83511E-07  8.797E-07
   1.40000E+01  6.75000E+01  1.07399E-04  9.208E-06  1.72868E-02  1.817E-04  2.36043E-06  1.363E-06
   1.40000E+01  8.25000E+01  1.19418E-04  9.691E-06  1.76308E-02  1.854E-04  1.18021E-06  9.636E-07
   1.40000E+01  9.75000E+01  1.10547E-04  9.342E-06  1.74925E-02  1.846E-04  1.77032E-06  1.180E-06
   1.40000E+01  1.12500E+02  1.13301E-04  9.441E-06  1.75083E-02  1.839E-04  7.86809E-07  7.868E-07
   1.40000E+01  1.27500E+02  1.22565E-04  9.834E-06  1.75659E-02  1.837E-04  1.37692E-06  1.041E-06
   1.40000E+01  1.42500E+02  1.11727E-04  9.391E-06  1.75728E-02  1.842E-04  2.16373E-06  1.305E-06
   1.40000E+01  1.57500E+02  1.07006E-04  9.175E-06  1.75539E-02  1.848E-04  7.86809E-07  7.868E-07
   1.40000E+01  1.72500E+02  1.10350E-04  9.317E-06  1.74325E-02  1.829E-04  1.18021E-06  9.636E-07
   1.40000E+01  1.87500E+02  1.20185E-04  9.723E-06  1.74798E-02  1.835E-04  1.96702E-06  1.244E-06
   1.40000E+01  2.02500E+02  1.10153E-04  9.325E-06  1.73468E-02  1.834E-04  7.86809E-07  7.868E-07
   1.40000E+01  2.17500E+02  1.13104E-04  9.449E-06  1.75490E-02  1.852E-04  1.96702E-06  1.244E-06
   1.40000E+01  2.32500E+02  1.13497E-04  9.449E-06  1.75067E-02  1.840E-04  1.37692E-06  1.041E-06
   1.40000E+01  2.47500E+02  1.09957E-04  9.317E-06  1.73901E-02  1.831E-04  2.16373E-06  1.305E-06
   1.40000E+01  2.62500E+02  1.14304E-04  9.498E-06  1.74249E-02  1.840E-04  1.18021E-06  9.636E-07
   1.40000E+01  2.77500E+02  1.22349E-04  9.810E-06  1.73720E-02  1.825E-04  2.16373E-06  1.305E-06
   1.40000E+01  2.92500E+02  1.11137E-04  9.350E-06  1.74221E-02  1.846E-04  1.96702E-06  1.244E-06
   1.40000E+01  3.07500E+02  1.12317E-04  9.399E-06  1.75325E-02  1.839E-04  1.57362E-06  1.113E-06
   1.40000E+01  3.22500E+02  1.21955E-04  9.810E-06  1.74978E-02  1.848E-04  5.90107E-07  6.814E-07
   1.40000E+01  3.37500E+02  1.17628E-04  9.619E-06  1.75049E-02  1.837E-04  1.96702E-06  1.244E-06
   1.40000E+01  3.52500E+02  1.13694E-04  9.457E-06  1.75327E-02  1.848E-04  1.96702E-06  1.244E-06

   1.80000E+01  7.50000E+00  1.02714E-04  7.953E-06  8.27699E-03  8.266E-05  1.38594E-06  9.240E-07
   1.80000E+01  2.25000E+01  9.93258E-05  7.833E-06  8.29547E-03  8.230E-05  1.38594E-06  9.240E-07
   1.80000E+01  3.75000E+01  1.05332E-04  8.065E-06  8.23988E-03  8.239E-05  1.69393E-06  1.021E-06
   1.80000E+01  5.25000E+01  1.01790E-04  7.917E-06  8.32816E-03  8.280E-05  7.69967E-07  6.887E-07
   1.80000E+01  6.75000E+01  9.94798E-05  7.839E-06  8.35615E-03  8.327E-05  2.61789E-06  1.270E-06
   1.80000E+01  8.25000E+01  1.05486E-04  8.060E-06  8.27177E-03  8.230E-05  1.38594E-06  9.240E-07
   1.80000E+01  9.75000E+01  9.53219E-05  7.662E-06  8.27547E-03  8.206E-05  7.69967E-07  6.887E-07
   1.80000E+01  1.12500E+02  1.03022E-04  7.965E-06  8.27284E-03  8.239E-05  1.07795E-06  8.149E-07
   1.80000E+01  1.27500E+02  9.94798E-05  7.827E-06  8.24696E-03  8.235E-05  1.69393E-06  1.021E-06
   1.80000E+01  1.42500E+02  8.97782E-05  7.436E-06  8.28069E-03  8.199E-05  9.23961E-07  7.544E-07
   1.80000E+01  1.57500E+02  9.74778E-05  7.748E-06  8.25389E-03  8.264E-05  7.69967E-07  6.887E-07
   1.80000E+01  1.72500E+02  9.48600E-05  7.668E-06  8.27946E-03  8.187E-05  1.69393E-06  1.021E-06
   1.80000E+01  1.87500E+02  9.94798E-05  7.827E-06  8.18059E-03  8.198E-05  1.69393E-06  1.021E-06
   1.80000E+01  2.02500E+02  9.74778E-05  7.748E-06  8.35414E-03  8.309E-05  4.61980E-07  5.334E-07
   1.80000E+01  2.17500E+02  9.97877E-05  7.839E-06  8.33828E-03  8.249E-05  1.38594E-06  9.240E-07
   1.80000E+01  2.32500E+02  9.80938E-05  7.784E-06  8.29640E-03  8.271E-05  1.84792E-06  1.067E-06
   1.80000E+01  2.47500E+02  1.00281E-04  7.857E-06  8.28408E-03  8.245E-05  1.07795E-06  8.149E-07
   1.80000E+01  2.62500E+02  1.04870E-04  8.048E-06  8.30533E-03  8.288E-05  1.84792E-06  1.067E-06
   1.80000E+01  2.77500E+02  1.02868E-04  7.983E-06  8.30733E-03  8.256E-05  1.23195E-06  8.711E-07
   1.80000E+01  2.92500E+02  1.06733E-04  8.118E-06  8.25637E-03  8.273E-05  1.07795E-06  8.149E-07
   1.80000E+01  3.07500E+02  9.74778E-05  7.748E-06  8.31905E-03  8.294E-05  7.69967E-07  6.887E-07
   1.80000E+01  3.22500E+02  9.77858E-05  7.772E-06  8.20600E-03  8.233E-05  9.23961E-07  7.544E-07
   1.80000E+01  3.37500E+02  1.05178E-04  8.048E-06  8.19461E-03  8.173E-05  1.07795E-06  8.149E-07
   1.80000E+01  3.52500E+02  1.03946E-04  8.001E-06  8.24683E-03  8.232E-05  1.69393E-06  1.021E-06

   2.20000E+01  7.50000E+00  8.93027E-05  6.735E-06  7.24304E-03  6.891E-05  1.14328E-06  7.622E-07
   2.20000E+01  2.25000E+01  8.87946E-05  6.716E-06  7.20100E-03  6.843E-05  8.89216E-07  6.722E-07
   2.20000E+01  3.75000E+01  8.94297E-05  6.750E-06  7.17762E-03  6.849E-05  1.14328E-06  7.622E-07
   2.20000E+01  5.25000E+01  9.40028E-05  6.919E-06  7.13735E-03  6.819E-05  1.65140E-06  9.160E-07
   2.20000E+01  6.75000E+01  8.61269E-05  6.614E-06  7.15746E-03  6.842E-05  7.62185E-07  6.223E-07
   2.20000E+01  8.25000E+01  8.48566E-05  6.565E-06  7.19517E-03  6.835E-05  2.03249E-06  1.016E-06
   2.20000E+01  9.75000E+01  8.20619E-05  6.456E-06  7.14599E-03  6.806E-05  8.89216E-07  6.722E-07
   2.20000E+01  1.12500E+02  9.01919E-05  6.769E-06  7.19299E-03  6.831E-05  1.27031E-06  8.034E-07
   2.20000E+01  1.27500E+02  8.25700E-05  6.476E-06  7.20063E-03  6.873E-05  1.27031E-06  8.034E-07
   2.20000E+01  1.42500E+02  8.49836E-05  6.570E-06  7.20493E-03  6.863E-05  1.14328E-06  7.622E-07
   2.20000E+01  1.57500E+02  8.67621E-05  6.639E-06  7.15273E-03  6.837E-05  1.01625E-06  7.186E-07
   2.20000E+01  1.72500E+02  8.40944E-05  6.536E-06  7.16174E-03  6.788E-05  8.89216E-07  6.722E-07
   2.20000E+01  1.87500E+02  8.15538E-05  6.436E-06  7.20468E-03  6.835E-05  1.14328E-06  7.622E-07
   2.20000E+01  2.02500E+02  8.88073E-05  6.726E-06  7.20850E-03  6.890E-05  1.39734E-06  8.426E-07
   2.20000E+01  2.17500E+02  8.34720E-05  6.521E-06  7.17470E-03  6.838E-05  1.27031E-06  8.034E-07
   2.20000E+01  2.32500E+02  8.63810E-05  6.624E-06  7.22718E-03  6.874E-05  1.77843E-06  9.506E-07
   2.20000E+01  2.47500E+02  8.70161E-05  6.648E-06  7.11766E-03  6.814E-05  1.01625E-06  7.186E-07
   2.20000E+01  2.62500E+02  9.31136E-05  6.887E-06  7.19299E-03  6.834E-05  1.27031E-06  8.034E-07
   2.20000E+01  2.77500E+02  7.97754E-05  6.376E-06  7.18169E-03  6.858E-05  1.52437E-06  8.801E-07
   2.20000E+01  2.92500E+02  8.82991E-05  6.697E-06  7.10356E-03  6.800E-05  7.62185E-07  6.223E-07
   2.20000E+01  3.07500E+02  7.92799E-05  6.346E-06  7.15501E-03  6.811E-05  1.52437E-06  8.801E-07
   2.20000E+01  3.22500E+02  8.49836E-05  6.570E-06  7.16314E-03  6.836E-05  1.27031E-06  8.034E-07
   2.20000E+01  3.37500E+02  8.65080E-05  6.648E-06  7.22412E-03  6.858E-05  7.62185E-07  6.223E-07
   2.20000E+01  3.52500E+02  8.75242E-05  6.668E-06  7.13443E-03  6.817E-05  1.52437E-06  8.801E-07

   2.60000E+01  7.50000E+00  7.85925E-05  5.841E-06  6.55151E-03  6.231E-05  9.76979E-07  6.513E-07
   2.60000E+01  2.25000E+01  7.47931E-05  5.706E-06  6.57843E-03  6.332E-05  6.51319E-07  5.318E-07
   2.60000E+01  3.75000E+01  7.04510E-05  5.539E-06  6.63543E-03  6.336E-05  2.17106E-07  3.070E-07
   2.60000E+01  5.25000E+01  7.26221E-05  5.615E-06  6.55574E-03  6.273E-05  1.41119E-06  7.828E-07
   2.60000E+01  6.75000E+01  7.69642E-05  5.796E-06  6.57735E-03  6.272E-05  8.68426E-07  6.141E-07
   2.60000E+01  8.25000E+01  7.24158E-05  5.606E-06  6.57040E-03  6.255E-05  1.08553E-06  6.865E-07
   2.60000E+01  9.75000E+01  7.49126E-05  5.710E-06  6.56303E-03  6.246E-05  1.51974E-06  8.123E-07
   2.60000E+01  1.12500E+02  7.77349E-05  6.163E-06  6.60058E-03  6.298E-05  9.76979E-07  6.513E-07
   2.60000E+01  1.27500E+02  7.16451E-05  5.577E-06  6.52513E-03  6.268E-05  1.19409E-06  7.201E-07
   2.60000E+01  1.42500E+02  7.49017E-05  5.702E-06  6.57572E-03  6.284E-05  7.59872E-07  5.744E-07
   2.60000E+01  1.57500E+02  7.39247E-05  5.665E-06  6.53914E-03  6.222E-05  7.59872E-07  5.744E-07
   2.60000E+01  1.72500E+02  6.92569E-05  5.483E-06  6.55661E-03  6.292E-05  1.84540E-06  8.951E-07
   2.60000E+01  1.87500E+02  7.28392E-05  5.623E-06  6.57821E-03  6.291E-05  8.68426E-07  6.141E-07
   2.60000E+01  2.02500E+02  7.42504E-05  5.677E-06  6.57485E-03  6.300E-05  1.30264E-06  7.521E-07
   2.60000E+01  2.17500E+02  7.41527E-05  5.681E-06  6.56269E-03  6.265E-05  2.27962E-06  9.949E-07
   2.60000E+01  2.32500E+02  7.55530E-05  5.727E-06  6.56282E-03  6.280E-05  9.76979E-07  6.513E-07
   2.60000E+01  2.47500E+02  7.46955E-05  5.702E-06  6.54186E-03  6.253E-05  1.41119E-06  7.828E-07
   2.60000E+01  2.62500E+02  7.32734E-05  5.640E-06  6.57626E-03  6.286E-05  7.59872E-07  5.744E-07
   2.60000E+01  2.77500E+02  7.08852E-05  5.556E-06  6.57855E-03  6.288E-05  5.42766E-07  4.855E-07
   2.60000E+01  2.92500E+02  7.40333E-05  5.669E-06  6.51634E-03  6.252E-05  1.41119E-06  7.828E-07
   2.60000E+01  3.07500E+02  7.16560E-05  5.577E-06  6.55935E-03  6.276E-05  6.51319E-07  5.318E-07
   2.60000E+01  3.22500E+02  7.01254E-05  5.517E-06  6.56551E-03  6.284E-05  7.59872E-07  5.744E-07
   2.60000E+01  3.37500E+02  7.55639E-05  5.727E-06  6.58158E-03  6.263E-05  1.19409E-06  7.201E-07
   2.60000E+01  3.52500E+02  7.78435E-05  5.813E-06  6.56889E-03  6.274E-05  1.51974E-06  8.123E-07

   3.00000E+01  7.50000E+00  6.62405E-05  5.021E-06  6.08613E-03  5.815E-05  8.56559E-07  5.710E-07
   3.00000E+01  2.25000E+01  6.20529E-05  4.860E-06  6.14201E-03  5.918E-05  4.75866E-07  4.256E-07
   3.00000E+01  3.75000E+01  6.36709E-05  4.930E-06  6.08661E-03  5.843E-05  9.51732E-07  6.019E-07
   3.00000E+01  5.25000E+01  6.49271E-05  4.970E-06  6.11822E-03  5.910E-05  1.90346E-07  2.692E-07
   3.00000E+01  6.75000E+01  6.53840E-05  4.988E-06  6.15399E-03  5.899E-05  5.71039E-07  4.663E-07
   3.00000E+01  8.25000E+01  6.58598E-05  5.006E-06  6.14049E-03  5.913E-05  5.71039E-07  4.663E-07
   3.00000E+01  9.75000E+01  6.68116E-05  5.043E-06  6.13488E-03  5.904E-05  9.51732E-07  6.019E-07
   3.00000E+01  1.12500E+02  5.80556E-05  4.708E-06  6.12630E-03  5.861E-05  9.51732E-07  6.019E-07
   3.00000E+01  1.27500E+02  6.57742E-05  5.003E-06  6.08357E-03  5.859E-05  1.14208E-06  6.594E-07
   3.00000E+01  1.42500E+02  6.31950E-05  4.904E-06  6.11126E-03  5.898E-05  9.51732E-07  6.019E-07
   3.00000E+01  1.57500E+02  6.45274E-05  4.956E-06  6.10955E-03  5.884E-05  9.51732E-07  6.019E-07
   3.00000E+01  1.72500E+02  6.37660E-05  4.926E-06  6.10688E-03  5.883E-05  9.51732E-07  6.019E-07
   3.00000E+01  1.87500E+02  6.77633E-05  5.085E-06  6.07929E-03  5.825E-05  1.04690E-06  6.313E-07
   3.00000E+01  2.02500E+02  6.63357E-05  5.025E-06  6.15770E-03  5.927E-05  1.04690E-06  6.313E-07
   3.00000E+01  2.17500E+02  6.58789E-05  5.007E-06  6.14498E-03  5.872E-05  1.04690E-06  6.313E-07
   3.00000E+01  2.32500E+02  6.59550E-05  5.010E-06  6.09565E-03  5.869E-05  1.14208E-06  6.594E-07
   3.00000E+01  2.47500E+02  6.30046E-05  4.904E-06  6.09441E-03  5.861E-05  6.66212E-07  5.036E-07
   3.00000E+01  2.62500E+02  6.59550E-05  5.010E-06  6.07424E-03  5.811E-05  7.61385E-07  5.384E-07
   3.00000E+01  2.77500E+02  6.52888E-05  4.985E-06  6.07186E-03  5.814E-05  1.04690E-06  6.313E-07
   3.00000E+01  2.92500E+02  6.20719E-05  4.860E-06  6.10526E-03  5.892E-05  9.51732E-07  6.019E-07
   3.00000E+01  3.07500E+02  6.50985E-05  4.985E-06  6.10098E-03  5.847E-05  6.66212E-07  5.036E-07
   3.00000E+01  3.22500E+02  6.08157E-05  4.811E-06  6.13935E-03  5.888E-05  1.04690E-06  6.313E-07
   3.00000E+01  3.37500E+02  6.60502E-05  5.014E-06  6.06891E-03  5.885E-05  5.71039E-07  4.663E-07
   3.00000E+01  3.52500E+02  6.61454E-05  5.017E-06  6.08994E-03  5.855E-05  7.61385E-07  5.384E-07

   3.40000E+01  7.50000E+00  5.39526E-05  4.285E-06  5.73557E-03  5.511E-05  1.19138E-06  6.368E-07
   3.40000E+01  2.25000E+01  5.35271E-05  4.275E-06  5.74867E-03  5.524E-05  4.25493E-07  3.806E-07
   3.40000E+01  3.75000E+01  5.36973E-05  4.275E-06  5.75634E-03  5.585E-05  8.50987E-07  5.382E-07
   3.40000E+01  5.25000E+01  5.76969E-05  4.431E-06  5.73004E-03  5.539E-05  6.80790E-07  4.814E-07
   3.40000E+01  6.75000E+01  5.71012E-05  4.415E-06  5.74135E-03  5.555E-05  7.65888E-07  5.106E-07
   3.40000E+01  8.25000E+01  5.39526E-05  4.285E-06  5.72136E-03  5.508E-05  9.36086E-07  5.645E-07
   3.40000E+01  9.75000E+01  5.67608E-05  4.395E-06  5.74348E-03  5.584E-05  5.10592E-07  4.169E-07
   3.40000E+01  1.12500E+02  5.32718E-05  4.258E-06  5.70893E-03  5.491E-05  1.02118E-06  5.896E-07
   3.40000E+01  1.27500E+02  5.42930E-05  4.298E-06  5.74101E-03  5.518E-05  4.25493E-07  3.806E-07
   3.40000E+01  1.42500E+02  5.51440E-05  4.332E-06  5.70451E-03  5.524E-05  5.10592E-07  4.169E-07
   3.40000E+01  1.57500E+02  5.40377E-05  4.295E-06  5.71106E-03  5.518E-05  4.25493E-07  3.806E-07
   3.40000E+01  1.72500E+02  5.35271E-05  4.268E-06  5.72714E-03  5.511E-05  1.02118E-06  5.896E-07
   3.40000E+01  1.87500E+02  5.21655E-05  4.213E-06  5.70691E-03  5.534E-05  5.95691E-07  4.503E-07
   3.40000E+01  2.02500E+02  5.59269E-05  4.506E-06  5.76280E-03  5.530E-05  5.95691E-07  4.503E-07
   3.40000E+01  2.17500E+02  5.79607E-05  4.441E-06  5.76111E-03  5.574E-05  8.50987E-07  5.382E-07
   3.40000E+01  2.32500E+02  5.38675E-05  4.355E-06  5.76067E-03  5.547E-05  1.70197E-07  2.407E-07
   3.40000E+01  2.47500E+02  5.57567E-05  4.362E-06  5.72894E-03  5.549E-05  8.50987E-07  5.382E-07
   3.40000E+01  2.62500E+02  5.25059E-05  4.234E-06  5.77131E-03  5.609E-05  2.55296E-07  2.948E-07
   3.40000E+01  2.77500E+02  5.51440E-05  4.332E-06  5.76790E-03  5.538E-05  9.36086E-07  5.645E-07
   3.40000E+01  2.92500E+02  5.42930E-05  4.298E-06  5.70255E-03  5.454E-05  5.10592E-07  4.169E-07
   3.40000E+01  3.07500E+02  5.43781E-05  4.308E-06  5.72519E-03  5.462E-05  4.25493E-07  3.806E-07
   3.40000E+01  3.22500E+02  5.48887E-05  4.388E-06  5.79064E-03  5.574E-05  9.36086E-07  5.645E-07
   3.40000E+01  3.37500E+02  5.69310E-05  4.402E-06  5.77361E-03  5.548E-05  6.80790E-07  4.814E-07
   3.40000E+01  3.52500E+02  5.80373E-05  4.451E-06  5.75650E-03  5.570E-05  7.65888E-07  5.106E-07

   3.80000E+01  7.50000E+00  4.69248E-05  3.814E-06  5.41626E-03  5.290E-05  6.18347E-07  4.372E-07
