#------------------------------------------------------------
# PenRed: Energy spectrum report
# detector number:  2
# Units are 1/(eV*history)
#
# Linear scale
# Energy     min    ,    max    , number of bins
#        0.00000e+00 7.00000e+06    120
#
#             |      Total spectrum     |            electron     |               gamma     |            positron     |
#             |                         |                         |                         |                         |
# Energy (eV) |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |
  1.02083E+06   1.22900E-09   1.563E-11   1.42361E-11   9.211E-13   1.21458E-09   1.559E-11   1.78882E-13   1.033E-13 
  1.07917E+06   1.23327E-09   1.580E-11   1.38783E-11   9.144E-13   1.21914E-09   1.577E-11   2.53417E-13   1.229E-13 
  1.13750E+06   1.19203E-09   1.574E-11   1.35951E-11   9.012E-13   1.17822E-09   1.571E-11   2.08696E-13   1.116E-13 
  1.19583E+06   1.16727E-09   1.575E-11   1.21938E-11   8.546E-13   1.15489E-09   1.573E-11   1.78882E-13   1.033E-13 
  1.25417E+06   1.15014E-09   1.580E-11   1.21342E-11   8.515E-13   1.13783E-09   1.577E-11   1.78882E-13   1.033E-13 
  1.31250E+06   1.10406E-09   1.552E-11   1.06584E-11   7.982E-13   1.09325E-09   1.549E-11   1.49069E-13   9.428E-14 
  1.37083E+06   1.07052E-09   1.541E-11   1.03006E-11   7.847E-13   1.06012E-09   1.539E-11   1.04348E-13   7.888E-14 
  1.42917E+06   1.01569E-09   1.490E-11   9.28698E-12   7.452E-13   1.00632E-09   1.487E-11   8.94412E-14   7.303E-14 
  1.48750E+06   9.96062E-10   1.508E-11   9.28698E-12   7.452E-13   9.86581E-10   1.506E-11   1.93789E-13   1.075E-13 
  1.54583E+06   9.46109E-10   1.472E-11   8.01989E-12   6.927E-13   9.37940E-10   1.471E-11   1.49069E-13   9.428E-14 
  1.60417E+06   9.10004E-10   1.463E-11   8.67580E-12   7.204E-13   9.01299E-10   1.461E-11   2.98137E-14   4.216E-14 
  1.66250E+06   8.74139E-10   1.427E-11   7.57269E-12   6.745E-13   8.66387E-10   1.425E-11   1.78882E-13   1.033E-13 
  1.72083E+06   8.44176E-10   1.478E-11   7.00623E-12   6.477E-13   8.37065E-10   1.476E-11   1.04348E-13   7.888E-14 
  1.77917E+06   8.16896E-10   1.453E-11   7.00623E-12   6.490E-13   8.09801E-10   1.451E-11   8.94412E-14   7.303E-14 
  1.83750E+06   7.68404E-10   1.404E-11   6.38014E-12   6.182E-13   7.61994E-10   1.402E-11   2.98137E-14   4.216E-14 
  1.89583E+06   7.24980E-10   1.330E-11   6.11181E-12   6.036E-13   7.18764E-10   1.328E-11   1.04348E-13   7.888E-14 
  1.95417E+06   7.13636E-10   1.401E-11   6.08200E-12   6.022E-13   7.07435E-10   1.400E-11   1.19255E-13   8.433E-14 
  2.01250E+06   6.74327E-10   1.337E-11   5.76896E-12   5.895E-13   6.68409E-10   1.335E-11   1.49069E-13   9.428E-14 
  2.07083E+06   6.34287E-10   1.294E-11   5.39629E-12   5.688E-13   6.28697E-10   1.293E-11   1.93789E-13   1.075E-13 
  2.12917E+06   6.12344E-10   1.331E-11   4.65094E-12   5.283E-13   6.07574E-10   1.330E-11   1.19255E-13   8.433E-14 
  2.18750E+06   5.75658E-10   1.267E-11   4.54659E-12   5.206E-13   5.71022E-10   1.266E-11   8.94412E-14   7.303E-14 
  2.24583E+06   5.58366E-10   1.268E-11   4.09939E-12   4.944E-13   5.54207E-10   1.266E-11   5.96275E-14   5.963E-14 
  2.30417E+06   5.32384E-10   1.241E-11   3.90560E-12   4.844E-13   5.28433E-10   1.240E-11   4.47206E-14   5.164E-14 
  2.36250E+06   5.13482E-10   1.251E-11   3.57765E-12   4.618E-13   5.09889E-10   1.251E-11   1.49069E-14   2.981E-14 
  2.42083E+06   4.90287E-10   1.240E-11   3.53293E-12   5.408E-13   4.86739E-10   1.239E-11   1.49069E-14   2.981E-14 
  2.47917E+06   4.65571E-10   1.173E-11   3.36895E-12   4.482E-13   4.62143E-10   1.172E-11   5.96275E-14   5.963E-14 
  2.53750E+06   4.41795E-10   1.157E-11   3.04100E-12   4.258E-13   4.38694E-10   1.156E-11   5.96275E-14   5.963E-14 
  2.59583E+06   4.31598E-10   1.152E-11   2.98137E-12   4.216E-13   4.28587E-10   1.151E-11   2.98137E-14   4.216E-14 
  2.65417E+06   4.13039E-10   1.159E-11   2.66833E-12   4.011E-13   4.10356E-10   1.158E-11   1.49069E-14   2.981E-14 
  2.71250E+06   4.05541E-10   1.138E-11   2.65342E-12   3.977E-13   4.02843E-10   1.137E-11   4.47206E-14   5.164E-14 
  2.77083E+06   3.79305E-10   1.126E-11   2.50435E-12   3.864E-13   3.76771E-10   1.125E-11   2.98137E-14   4.216E-14 
  2.82917E+06   3.52473E-10   1.033E-11   2.26584E-12   3.676E-13   3.50162E-10   1.032E-11   4.47206E-14   5.164E-14 
  2.88750E+06   3.52055E-10   1.094E-11   1.93789E-12   3.399E-13   3.50073E-10   1.093E-11   4.47206E-14   5.164E-14 
  2.94583E+06   3.21079E-10   9.850E-12   2.17640E-12   3.602E-13   3.18903E-10   9.843E-12   0.00000E+00   0.000E+00 
  3.00417E+06   3.21690E-10   1.075E-11   1.74410E-12   3.252E-13   3.19872E-10   1.074E-11   7.45343E-14   6.667E-14 
  3.06250E+06   3.00493E-10   9.915E-12   1.84845E-12   3.320E-13   2.98614E-10   9.909E-12   2.98137E-14   4.216E-14 
  3.12083E+06   2.90714E-10   9.919E-12   1.38634E-12   2.875E-13   2.89327E-10   9.914E-12   0.00000E+00   0.000E+00 
  3.17917E+06   2.76463E-10   9.541E-12   1.72920E-12   3.211E-13   2.74719E-10   9.535E-12   1.49069E-14   2.981E-14 
  3.23750E+06   2.64284E-10   9.369E-12   1.66957E-12   3.155E-13   2.62570E-10   9.363E-12   4.47206E-14   5.164E-14 
  3.29583E+06   2.49988E-10   9.227E-12   1.41615E-12   2.906E-13   2.48557E-10   9.222E-12   1.49069E-14   2.981E-14 
  3.35417E+06   2.44413E-10   9.426E-12   1.08820E-12   2.547E-13   2.43310E-10   9.422E-12   1.49069E-14   2.981E-14 
  3.41250E+06   2.38376E-10   9.370E-12   1.22236E-12   2.732E-13   2.37153E-10   9.366E-12   0.00000E+00   0.000E+00 
  3.47083E+06   2.33889E-10   9.393E-12   1.29690E-12   2.781E-13   2.32562E-10   9.388E-12   2.98137E-14   4.216E-14 
  3.52917E+06   2.24602E-10   9.375E-12   9.98760E-13   2.440E-13   2.23603E-10   9.371E-12   0.00000E+00   0.000E+00 
  3.58750E+06   2.17849E-10   9.163E-12   1.11801E-12   3.830E-13   2.16701E-10   9.155E-12   2.98137E-14   4.216E-14 
  3.64583E+06   1.99245E-10   8.639E-12   9.24226E-13   2.348E-13   1.98306E-10   8.636E-12   1.49069E-14   2.981E-14 
  3.70417E+06   1.96622E-10   8.702E-12   7.75157E-13   2.150E-13   1.95846E-10   8.700E-12   0.00000E+00   0.000E+00 
  3.76250E+06   1.79941E-10   8.118E-12   7.45343E-13   2.108E-13   1.79181E-10   8.115E-12   1.49069E-14   2.981E-14 
  3.82083E+06   1.78212E-10   8.188E-12   8.94412E-13   2.309E-13   1.77317E-10   8.185E-12   0.00000E+00   0.000E+00 
  3.87917E+06   1.66659E-10   7.863E-12   7.30436E-13   2.087E-13   1.65913E-10   7.860E-12   1.49069E-14   2.981E-14 
  3.93750E+06   1.58728E-10   7.843E-12   5.66461E-13   1.838E-13   1.58162E-10   7.841E-12   0.00000E+00   0.000E+00 
  3.99583E+06   1.55732E-10   7.970E-12   4.47206E-13   1.633E-13   1.55270E-10   7.969E-12   1.49069E-14   2.981E-14 
  4.05417E+06   1.52050E-10   7.835E-12   5.81368E-13   1.909E-13   1.51469E-10   7.833E-12   0.00000E+00   0.000E+00 
  4.11250E+06   1.44641E-10   7.572E-12   3.87578E-13   1.520E-13   1.44254E-10   7.571E-12   0.00000E+00   0.000E+00 
  4.17083E+06   1.39573E-10   7.534E-12   4.02485E-13   1.549E-13   1.39170E-10   7.533E-12   0.00000E+00   0.000E+00 
  4.22917E+06   1.31240E-10   7.418E-12   2.83230E-13   1.300E-13   1.30957E-10   7.417E-12   0.00000E+00   0.000E+00 
  4.28750E+06   1.18763E-10   6.689E-12   3.42858E-13   1.430E-13   1.18420E-10   6.688E-12   0.00000E+00   0.000E+00 
  4.34583E+06   1.23861E-10   7.508E-12   3.57765E-13   1.461E-13   1.23503E-10   7.506E-12   0.00000E+00   0.000E+00 
  4.40417E+06   1.20835E-10   7.055E-12   2.83230E-13   1.300E-13   1.20552E-10   7.053E-12   0.00000E+00   0.000E+00 
  4.46250E+06   1.10475E-10   6.627E-12   2.23603E-13   1.155E-13   1.10251E-10   6.626E-12   0.00000E+00   0.000E+00 
  4.52083E+06   1.04467E-10   6.610E-12   2.08696E-13   1.116E-13   1.04259E-10   6.609E-12   0.00000E+00   0.000E+00 
  4.57917E+06   1.00353E-10   6.636E-12   1.93789E-13   1.075E-13   1.00159E-10   6.635E-12   0.00000E+00   0.000E+00 
  4.63750E+06   9.27803E-11   6.222E-12   1.78882E-13   1.033E-13   9.26014E-11   6.221E-12   0.00000E+00   0.000E+00 
  4.69583E+06   8.61617E-11   5.861E-12   1.49069E-13   9.428E-14   8.59977E-11   5.860E-12   1.49069E-14   2.981E-14 
  4.75417E+06   9.12300E-11   6.713E-12   1.34162E-13   8.944E-14   9.10959E-11   6.712E-12   0.00000E+00   0.000E+00 
  4.81250E+06   8.47902E-11   5.959E-12   1.49069E-13   9.428E-14   8.46412E-11   5.958E-12   0.00000E+00   0.000E+00 
  4.87083E+06   7.88722E-11   5.689E-12   8.94412E-14   7.303E-14   7.87828E-11   5.689E-12   0.00000E+00   0.000E+00 
  4.92917E+06   7.56523E-11   5.940E-12   7.45343E-14   6.667E-14   7.55778E-11   5.939E-12   0.00000E+00   0.000E+00 
  4.98750E+06   6.96598E-11   5.501E-12   4.47206E-14   5.164E-14   6.96151E-11   5.501E-12   0.00000E+00   0.000E+00 
  5.04583E+06   6.55455E-11   5.533E-12   1.04348E-13   7.888E-14   6.54411E-11   5.533E-12   0.00000E+00   0.000E+00 
  5.10417E+06   6.66188E-11   5.597E-12   5.96275E-14   5.963E-14   6.65592E-11   5.596E-12   0.00000E+00   0.000E+00 
  5.16250E+06   6.33244E-11   5.561E-12   2.98137E-14   4.216E-14   6.32945E-11   5.560E-12   0.00000E+00   0.000E+00 
  5.22083E+06   5.49765E-11   4.869E-12   1.49069E-14   2.981E-14   5.49616E-11   4.869E-12   0.00000E+00   0.000E+00 
  5.27917E+06   5.17864E-11   4.732E-12   1.49069E-14   2.981E-14   5.17715E-11   4.732E-12   0.00000E+00   0.000E+00 
  5.33750E+06   5.54535E-11   5.281E-12   4.47206E-14   5.164E-14   5.54088E-11   5.281E-12   0.00000E+00   0.000E+00 
  5.39583E+06   4.54063E-11   4.591E-12   2.98137E-14   4.216E-14   4.53765E-11   4.591E-12   0.00000E+00   0.000E+00 
  5.45417E+06   4.47057E-11   4.695E-12   0.00000E+00   0.000E+00   4.47057E-11   4.695E-12   0.00000E+00   0.000E+00 
  5.51250E+06   4.02783E-11   4.510E-12   0.00000E+00   0.000E+00   4.02783E-11   4.510E-12   0.00000E+00   0.000E+00 
  5.57083E+06   3.28995E-11   3.697E-12   0.00000E+00   0.000E+00   3.28995E-11   3.697E-12   0.00000E+00   0.000E+00 
  5.62917E+06   3.14833E-11   4.198E-12   0.00000E+00   0.000E+00   3.14833E-11   4.198E-12   0.00000E+00   0.000E+00 
  5.68750E+06   3.10808E-11   3.977E-12   0.00000E+00   0.000E+00   3.10808E-11   3.977E-12   0.00000E+00   0.000E+00 
  5.74583E+06   2.37466E-11   3.183E-12   0.00000E+00   0.000E+00   2.37466E-11   3.183E-12   0.00000E+00   0.000E+00 
  5.80417E+06   2.30311E-11   3.442E-12   0.00000E+00   0.000E+00   2.30311E-11   3.442E-12   0.00000E+00   0.000E+00 
  5.86250E+06   1.67106E-11   2.917E-12   0.00000E+00   0.000E+00   1.67106E-11   2.917E-12   0.00000E+00   0.000E+00 
  5.92083E+06   1.22385E-11   2.770E-12   0.00000E+00   0.000E+00   1.22385E-11   2.770E-12   0.00000E+00   0.000E+00 
  5.97917E+06   4.63603E-12   1.489E-12   0.00000E+00   0.000E+00   4.63603E-12   1.489E-12   0.00000E+00   0.000E+00 
  6.03750E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.09583E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.15417E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.21250E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.27083E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.32917E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.38750E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.44583E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.50417E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.56250E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.62083E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.67917E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.73750E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.79583E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.85417E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.91250E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
  6.97083E+06   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00   0.00000E+00   0.000E+00 
