#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   2.20000E+01  3.10000E+02  4.55531E-02  5.770E-04  2.90056E-01  1.463E-03  1.79283E-02  3.618E-04
   2.20000E+01  3.30000E+02  4.55513E-02  5.769E-04  2.88241E-01  1.458E-03  1.81365E-02  3.639E-04
   2.20000E+01  3.50000E+02  4.54764E-02  5.764E-04  2.89081E-01  1.460E-03  1.76562E-02  3.591E-04

   2.60000E+01  1.00000E+01  3.26759E-02  4.517E-04  2.29951E-01  1.203E-03  1.26319E-02  2.808E-04
   2.60000E+01  3.00000E+01  3.27898E-02  4.525E-04  2.30604E-01  1.205E-03  1.27036E-02  2.816E-04
   2.60000E+01  5.00000E+01  3.26322E-02  4.514E-04  2.29961E-01  1.203E-03  1.23837E-02  2.780E-04
   2.60000E+01  7.00000E+01  3.26790E-02  4.517E-04  2.30206E-01  1.203E-03  1.27567E-02  2.822E-04
   2.60000E+01  9.00000E+01  3.25885E-02  4.511E-04  2.30788E-01  1.205E-03  1.25585E-02  2.800E-04
   2.60000E+01  1.10000E+02  3.26493E-02  4.515E-04  2.31011E-01  1.206E-03  1.25960E-02  2.804E-04
   2.60000E+01  1.30000E+02  3.25432E-02  4.508E-04  2.30003E-01  1.203E-03  1.24430E-02  2.787E-04
   2.60000E+01  1.50000E+02  3.27430E-02  4.521E-04  2.30309E-01  1.204E-03  1.25507E-02  2.799E-04
   2.60000E+01  1.70000E+02  3.27320E-02  4.520E-04  2.29570E-01  1.202E-03  1.24508E-02  2.788E-04
   2.60000E+01  1.90000E+02  3.30410E-02  4.542E-04  2.30107E-01  1.203E-03  1.26100E-02  2.805E-04
   2.60000E+01  2.10000E+02  3.30441E-02  4.542E-04  2.30541E-01  1.205E-03  1.25445E-02  2.798E-04
   2.60000E+01  2.30000E+02  3.29895E-02  4.539E-04  2.29461E-01  1.202E-03  1.25788E-02  2.802E-04
   2.60000E+01  2.50000E+02  3.28974E-02  4.532E-04  2.30655E-01  1.205E-03  1.24945E-02  2.792E-04
   2.60000E+01  2.70000E+02  3.26072E-02  4.512E-04  2.30151E-01  1.204E-03  1.25086E-02  2.794E-04
   2.60000E+01  2.90000E+02  3.27820E-02  4.524E-04  2.30379E-01  1.204E-03  1.25616E-02  2.800E-04
   2.60000E+01  3.10000E+02  3.27414E-02  4.521E-04  2.30886E-01  1.205E-03  1.25928E-02  2.803E-04
   2.60000E+01  3.30000E+02  3.29833E-02  4.538E-04  2.30046E-01  1.203E-03  1.26755E-02  2.813E-04
   2.60000E+01  3.50000E+02  3.23825E-02  4.498E-04  2.29478E-01  1.202E-03  1.25257E-02  2.796E-04

   3.00000E+01  1.00000E+01  2.41513E-02  3.636E-04  1.90593E-01  1.025E-03  9.16226E-03  2.239E-04
