#------------------------------------------------------------
# PenRed: Energy spectrum report
# detector number:  3
# Units are 1/(eV*history)
#
# Linear scale
# Energy     min    ,    max    , number of bins
#        0.00000e+00 7.00000e+06    120
#
#             |      Total spectrum     |            electron     |               gamma     |            positron     |
#             |                         |                         |                         |                         |
# Energy (eV) |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |     prob    : +-2sigma  |
  2.91667E+04   3.67468E-10   5.004E-12   0.00000E+00   0.000E+00   3.67468E-10   5.004E-12   0.00000E+00   0.000E+00 
  8.75000E+04   1.12521E-09   9.045E-12   2.14658E-12   3.578E-13   1.12304E-09   9.035E-12   2.98137E-14   4.216E-14 
  1.45833E+05   9.05262E-10   7.902E-12   9.98758E-12   8.293E-13   8.95215E-10   7.844E-12   5.96273E-14   5.963E-14 
  2.04167E+05   5.27823E-10   5.839E-12   9.65963E-12   7.647E-13   5.18044E-10   5.777E-12   1.19255E-13   8.433E-14 
  2.62500E+05   4.52348E-10   5.387E-12   1.09714E-11   8.109E-13   4.41287E-10   5.315E-12   8.94410E-14   7.303E-14 
  3.20833E+05   4.66882E-10   5.549E-12   1.05242E-11   7.988E-13   4.56298E-10   5.481E-12   5.96273E-14   5.963E-14 
  3.79167E+05   5.11230E-10   5.930E-12   1.06584E-11   8.004E-13   5.00348E-10   5.865E-12   2.23602E-13   1.155E-13 
  4.37500E+05   5.64924E-10   6.408E-12   1.01516E-11   7.790E-13   5.54549E-10   6.349E-12   2.23602E-13   1.155E-13 
  4.95833E+05   7.06673E-10   7.245E-12   1.09416E-11   8.109E-13   6.95612E-10   7.186E-12   1.19255E-13   8.433E-14 
  5.54167E+05   5.96288E-10   6.885E-12   1.06584E-11   7.982E-13   5.85466E-10   6.828E-12   1.63975E-13   9.888E-14 
  6.12500E+05   6.22226E-10   7.210E-12   1.06733E-11   7.987E-13   6.11374E-10   7.157E-12   1.78882E-13   1.033E-13 
  6.70833E+05   6.21734E-10   7.313E-12   9.88323E-12   7.722E-13   6.11732E-10   7.265E-12   1.19255E-13   8.433E-14 
  7.29167E+05   6.21436E-10   7.422E-12   9.92795E-12   7.704E-13   6.11344E-10   7.373E-12   1.63975E-13   9.888E-14 
