2.00000E+04 3.56800E+00
3.40000E+04 7.26706E-01
4.80000E+04 2.60597E-01
6.20000E+04 1.26922E-01
7.60000E+04 7.67115E-02
9.00000E+04 5.41700E-02
1.04000E+05 4.31496E-02
1.18000E+05 3.72085E-02
1.32000E+05 3.39532E-02
1.46000E+05 3.20862E-02
1.60000E+05 3.10109E-02
1.74000E+05 3.03978E-02
1.88000E+05 3.00872E-02
2.02000E+05 2.99875E-02
2.16000E+05 2.99218E-02
2.30000E+05 2.99093E-02
2.44000E+05 2.99333E-02
2.58000E+05 3.00595E-02
2.72000E+05 3.01378E-02
2.86000E+05 3.01834E-02
3.00000E+05 3.03018E-02
3.14000E+05 3.03452E-02
3.28000E+05 3.04518E-02
3.42000E+05 3.05072E-02
3.56000E+05 3.05479E-02
3.70000E+05 3.06089E-02
3.84000E+05 3.06451E-02
3.98000E+05 3.06530E-02
4.12000E+05 3.07164E-02
4.26000E+05 3.07319E-02
4.40000E+05 3.07467E-02
4.54000E+05 3.07356E-02
4.68000E+05 3.07227E-02
4.82000E+05 3.07163E-02
4.96000E+05 3.06908E-02
5.10000E+05 3.07361E-02
5.24000E+05 3.06699E-02
5.38000E+05 3.06938E-02
5.52000E+05 3.05825E-02
5.66000E+05 3.05776E-02
5.80000E+05 3.05646E-02
5.94000E+05 3.05374E-02
6.08000E+05 3.04880E-02
6.22000E+05 3.04660E-02
6.36000E+05 3.03716E-02
6.50000E+05 3.03346E-02
6.64000E+05 3.02835E-02
6.78000E+05 3.02153E-02
6.92000E+05 3.01906E-02
7.06000E+05 3.01342E-02
7.20000E+05 3.00903E-02
7.34000E+05 3.00046E-02
7.48000E+05 2.99525E-02
7.62000E+05 2.98479E-02
7.76000E+05 2.97928E-02
7.90000E+05 2.97446E-02
8.04000E+05 2.97496E-02
8.18000E+05 2.96118E-02
8.32000E+05 2.95747E-02
8.46000E+05 2.95263E-02
8.60000E+05 2.94182E-02
8.74000E+05 2.93831E-02
8.88000E+05 2.92958E-02
9.02000E+05 2.92172E-02
9.16000E+05 2.91718E-02
9.30000E+05 2.90721E-02
9.44000E+05 2.90203E-02
9.58000E+05 2.89000E-02
9.72000E+05 2.88325E-02
9.86000E+05 2.88044E-02
1.00000E+06 2.87013E-02
1.01000E+06 2.86662E-02
1.03000E+06 2.85825E-02
1.04000E+06 2.85287E-02
1.06000E+06 2.84571E-02
1.07000E+06 2.83453E-02
1.08000E+06 2.83129E-02
1.10000E+06 2.82179E-02
1.11000E+06 2.81814E-02
1.13000E+06 2.80703E-02
1.14000E+06 2.79724E-02
1.15000E+06 2.79273E-02
1.17000E+06 2.78470E-02
1.18000E+06 2.78160E-02
1.20000E+06 2.76864E-02
1.21000E+06 2.76220E-02
1.22000E+06 2.76527E-02
1.24000E+06 2.74768E-02
1.25000E+06 2.74320E-02
1.27000E+06 2.73245E-02
1.28000E+06 2.72843E-02
1.29000E+06 2.72304E-02
1.31000E+06 2.71251E-02
1.32000E+06 2.70923E-02
1.34000E+06 2.70060E-02
1.35000E+06 2.69534E-02
1.36000E+06 2.68797E-02
1.38000E+06 2.68239E-02
1.39000E+06 2.67228E-02
1.41000E+06 2.66606E-02
