2.00000E+04 5.44109E-01
3.40000E+04 1.08047E-01
4.80000E+04 4.59669E-02
6.20000E+04 3.07646E-02
7.60000E+04 2.64333E-02
9.00000E+04 2.53393E-02
1.04000E+05 2.54146E-02
1.18000E+05 2.59221E-02
1.32000E+05 2.65727E-02
1.46000E+05 2.72485E-02
1.60000E+05 2.78804E-02
1.74000E+05 2.84803E-02
1.88000E+05 2.90359E-02
2.02000E+05 2.95081E-02
2.16000E+05 2.99451E-02
2.30000E+05 3.03349E-02
2.44000E+05 3.06456E-02
2.58000E+05 3.09640E-02
2.72000E+05 3.12361E-02
2.86000E+05 3.14800E-02
3.00000E+05 3.16995E-02
3.14000E+05 3.18540E-02
3.28000E+05 3.20188E-02
3.42000E+05 3.21620E-02
3.56000E+05 3.22960E-02
3.70000E+05 3.23636E-02
3.84000E+05 3.24506E-02
3.98000E+05 3.25442E-02
4.12000E+05 3.26014E-02
4.26000E+05 3.26529E-02
4.40000E+05 3.26515E-02
4.54000E+05 3.26880E-02
4.68000E+05 3.27217E-02
4.82000E+05 3.27438E-02
4.96000E+05 3.27543E-02
5.10000E+05 3.27413E-02
5.24000E+05 3.27347E-02
5.38000E+05 3.27000E-02
5.52000E+05 3.26914E-02
5.66000E+05 3.27004E-02
5.80000E+05 3.26441E-02
5.94000E+05 3.25920E-02
6.08000E+05 3.25621E-02
6.22000E+05 3.25304E-02
6.36000E+05 3.24922E-02
6.50000E+05 3.24517E-02
6.64000E+05 3.23760E-02
6.78000E+05 3.23396E-02
6.92000E+05 3.22702E-02
7.06000E+05 3.22859E-02
7.20000E+05 3.22092E-02
7.34000E+05 3.21336E-02
7.48000E+05 3.20747E-02
7.62000E+05 3.20140E-02
7.76000E+05 3.19371E-02
7.90000E+05 3.18455E-02
8.04000E+05 3.18279E-02
8.18000E+05 3.17275E-02
8.32000E+05 3.16610E-02
8.46000E+05 3.15929E-02
8.60000E+05 3.15277E-02
8.74000E+05 3.14785E-02
8.88000E+05 3.13879E-02
9.02000E+05 3.12870E-02
9.16000E+05 3.12119E-02
9.30000E+05 3.11551E-02
9.44000E+05 3.10638E-02
9.58000E+05 3.10055E-02
9.72000E+05 3.09457E-02
9.86000E+05 3.08618E-02
1.00000E+06 3.07877E-02
1.01000E+06 3.06759E-02
1.03000E+06 3.06244E-02
1.04000E+06 3.05683E-02
1.06000E+06 3.04525E-02
1.07000E+06 3.03996E-02
1.08000E+06 3.03395E-02
1.10000E+06 3.02143E-02
1.11000E+06 3.01838E-02
1.13000E+06 3.00300E-02
1.14000E+06 2.99964E-02
1.15000E+06 2.99826E-02
1.17000E+06 2.98662E-02
1.18000E+06 2.98168E-02
1.20000E+06 2.97022E-02
1.21000E+06 2.96406E-02
1.22000E+06 2.95938E-02
1.24000E+06 2.94867E-02
1.25000E+06 2.94089E-02
1.27000E+06 2.93099E-02
1.28000E+06 2.92536E-02
1.29000E+06 2.92039E-02
1.31000E+06 2.90985E-02
1.32000E+06 2.90223E-02
1.34000E+06 2.89200E-02
1.35000E+06 2.89075E-02
1.36000E+06 2.88898E-02
1.38000E+06 2.87444E-02
1.39000E+06 2.86894E-02
1.41000E+06 2.85692E-02
