2.00000E+04    6.97370E-01
3.40000E+04    1.38849E-01
4.80000E+04    5.56030E-02
6.20000E+04    3.41705E-02
7.60000E+04    2.72063E-02
9.00000E+04    2.48338E-02
1.04000E+05    2.41913E-02
1.18000E+05    2.42481E-02
1.32000E+05    2.45902E-02
1.46000E+05    2.50369E-02
1.60000E+05    2.55175E-02
1.74000E+05    2.59762E-02
1.88000E+05    2.64320E-02
2.02000E+05    2.68179E-02
2.16000E+05    2.71778E-02
2.30000E+05    2.74986E-02
2.44000E+05    2.78004E-02
2.58000E+05    2.80860E-02
2.72000E+05    2.82826E-02
2.86000E+05    2.84982E-02
3.00000E+05    2.86816E-02
3.14000E+05    2.88220E-02
3.28000E+05    2.89673E-02
3.42000E+05    2.90900E-02
3.56000E+05    2.91905E-02
3.70000E+05    2.92584E-02
3.84000E+05    2.93352E-02
3.98000E+05    2.94010E-02
4.12000E+05    2.94734E-02
4.26000E+05    2.95053E-02
4.40000E+05    2.95301E-02
4.54000E+05    2.95725E-02
4.68000E+05    2.95786E-02
4.82000E+05    2.96331E-02
4.96000E+05    2.95534E-02
5.10000E+05    2.96033E-02
5.24000E+05    2.95922E-02
5.38000E+05    2.95880E-02
5.52000E+05    2.95587E-02
5.66000E+05    2.95146E-02
5.80000E+05    2.95138E-02
5.94000E+05    2.94656E-02
6.08000E+05    2.94462E-02
6.22000E+05    2.94067E-02
6.36000E+05    2.93756E-02
6.50000E+05    2.92841E-02
6.64000E+05    2.92575E-02
6.78000E+05    2.92426E-02
6.92000E+05    2.91932E-02
7.06000E+05    2.91304E-02
7.20000E+05    2.90644E-02
7.34000E+05    2.89989E-02
7.48000E+05    2.89604E-02
7.62000E+05    2.88870E-02
7.76000E+05    2.88474E-02
7.90000E+05    2.87828E-02
8.04000E+05    2.87451E-02
8.18000E+05    2.87078E-02
8.32000E+05    2.85936E-02
8.46000E+05    2.85202E-02
8.60000E+05    2.84604E-02
8.74000E+05    2.84340E-02
8.88000E+05    2.83618E-02
9.02000E+05    2.82657E-02
9.16000E+05    2.81952E-02
9.30000E+05    2.81669E-02
9.44000E+05    2.80822E-02
9.58000E+05    2.80063E-02
9.72000E+05    2.79529E-02
9.86000E+05    2.78773E-02
1.00000E+06    2.78085E-02
1.01000E+06    2.77209E-02
1.03000E+06    2.76965E-02
1.04000E+06    2.76128E-02
1.06000E+06    2.75503E-02
1.07000E+06    2.74446E-02
1.08000E+06    2.74164E-02
1.10000E+06    2.73542E-02
1.11000E+06    2.72370E-02
1.13000E+06    2.71417E-02
1.14000E+06    2.71218E-02
1.15000E+06    2.70605E-02
1.17000E+06    2.69833E-02
1.18000E+06    2.69387E-02
1.20000E+06    2.68230E-02
1.21000E+06    2.67788E-02
1.22000E+06    2.67388E-02
1.24000E+06    2.66181E-02
1.25000E+06    2.65732E-02
1.27000E+06    2.64520E-02
1.28000E+06    2.64119E-02
1.29000E+06    2.63468E-02
1.31000E+06    2.63064E-02
1.32000E+06    2.62534E-02
1.34000E+06    2.61096E-02
1.35000E+06    2.61178E-02
1.36000E+06    2.60198E-02
1.38000E+06    2.60109E-02
1.39000E+06    2.59352E-02
1.41000E+06    2.57806E-02
