#>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
# [SECTION REPORT EMERGING ANGULAR PARTICLES DISTRIBUTION]
# Units are particles/(sr history)
# Polar angle minimum, maximum, polar bins:
#  0.00000E+00  1.80000E+02    45
# Azimuthal angle minimum, maximum, azimuthal bins:
#  0.00000E+00  3.60000E+02    18
#
# theta (deg) :  phi (deg) :     e-     : +-2sigma :   photons  : +-2sigma :     e+     : +-2sigma :
   1.80000E+01  3.30000E+02  0.00000E+00  0.000E+00  1.00943E-04  2.316E-05  0.00000E+00  0.000E+00
   1.80000E+01  3.50000E+02  0.00000E+00  0.000E+00  1.03599E-04  2.346E-05  0.00000E+00  0.000E+00

   2.20000E+01  1.00000E+01  1.09564E-06  2.191E-06  8.65556E-05  1.948E-05  0.00000E+00  0.000E+00
   2.20000E+01  3.00000E+01  1.09564E-06  2.191E-06  8.10774E-05  1.885E-05  0.00000E+00  0.000E+00
   2.20000E+01  5.00000E+01  0.00000E+00  0.000E+00  8.21730E-05  1.898E-05  0.00000E+00  0.000E+00
   2.20000E+01  7.00000E+01  0.00000E+00  0.000E+00  9.09382E-05  1.996E-05  0.00000E+00  0.000E+00
   2.20000E+01  9.00000E+01  0.00000E+00  0.000E+00  1.04086E-04  2.136E-05  0.00000E+00  0.000E+00
   2.20000E+01  1.10000E+02  1.09564E-06  2.191E-06  8.65556E-05  1.948E-05  0.00000E+00  0.000E+00
   2.20000E+01  1.30000E+02  0.00000E+00  0.000E+00  1.00799E-04  2.102E-05  0.00000E+00  0.000E+00
   2.20000E+01  1.50000E+02  0.00000E+00  0.000E+00  8.87469E-05  1.972E-05  0.00000E+00  0.000E+00
   2.20000E+01  1.70000E+02  0.00000E+00  0.000E+00  1.04086E-04  2.136E-05  0.00000E+00  0.000E+00
   2.20000E+01  1.90000E+02  2.19128E-06  3.099E-06  9.31294E-05  2.020E-05  0.00000E+00  0.000E+00
   2.20000E+01  2.10000E+02  0.00000E+00  0.000E+00  9.20338E-05  2.008E-05  0.00000E+00  0.000E+00
   2.20000E+01  2.30000E+02  0.00000E+00  0.000E+00  7.55992E-05  1.820E-05  0.00000E+00  0.000E+00
   2.20000E+01  2.50000E+02  0.00000E+00  0.000E+00  8.76512E-05  1.960E-05  0.00000E+00  0.000E+00
   2.20000E+01  2.70000E+02  0.00000E+00  0.000E+00  7.66948E-05  1.833E-05  0.00000E+00  0.000E+00
   2.20000E+01  2.90000E+02  1.09564E-06  2.191E-06  9.53207E-05  2.044E-05  0.00000E+00  0.000E+00
   2.20000E+01  3.10000E+02  0.00000E+00  0.000E+00  1.13947E-04  2.235E-05  0.00000E+00  0.000E+00
   2.20000E+01  3.30000E+02  0.00000E+00  0.000E+00  1.06277E-04  2.158E-05  0.00000E+00  0.000E+00
   2.20000E+01  3.50000E+02  0.00000E+00  0.000E+00  1.19425E-04  2.288E-05  0.00000E+00  0.000E+00

   2.60000E+01  1.00000E+01  0.00000E+00  0.000E+00  7.86468E-05  1.716E-05  0.00000E+00  0.000E+00
   2.60000E+01  3.00000E+01  0.00000E+00  0.000E+00  7.77105E-05  1.706E-05  0.00000E+00  0.000E+00
   2.60000E+01  5.00000E+01  0.00000E+00  0.000E+00  9.45634E-05  1.882E-05  0.00000E+00  0.000E+00
   2.60000E+01  7.00000E+01  0.00000E+00  0.000E+00  8.70732E-05  1.806E-05  0.00000E+00  0.000E+00
   2.60000E+01  9.00000E+01  0.00000E+00  0.000E+00  8.52006E-05  1.786E-05  0.00000E+00  0.000E+00
   2.60000E+01  1.10000E+02  0.00000E+00  0.000E+00  6.08576E-05  1.510E-05  0.00000E+00  0.000E+00
   2.60000E+01  1.30000E+02  0.00000E+00  0.000E+00  9.45634E-05  1.882E-05  0.00000E+00  0.000E+00
   2.60000E+01  1.50000E+02  0.00000E+00  0.000E+00  9.64359E-05  1.900E-05  0.00000E+00  0.000E+00
   2.60000E+01  1.70000E+02  0.00000E+00  0.000E+00  9.64359E-05  1.900E-05  0.00000E+00  0.000E+00
   2.60000E+01  1.90000E+02  0.00000E+00  0.000E+00  8.23918E-05  1.757E-05  0.00000E+00  0.000E+00
   2.60000E+01  2.10000E+02  0.00000E+00  0.000E+00  8.33281E-05  1.767E-05  0.00000E+00  0.000E+00
